feature_1,feature_2,feature_3,feature_4,feature_5,target
-0.1903386780836082,-1.382799730964336,-0.8756182533847572,0.5389100436846587,-1.0372461543264564,28.93885447457105
-0.32138584165299344,-0.5637245528039747,0.41293145427562433,-0.14705738150213865,-0.8254971967925115,-7.664581041298652
2.1221561970126332,-1.5193699659540134,1.0324652605511468,-1.2608839543350452,0.9178619470547761,-63.84548216479669
-1.3801014582148914,-0.05554769889661878,-1.7033824393551547,0.07409478041977519,1.6286155455712918,4.076259022759188
-0.07282891265687277,-1.5148472246858646,-0.846793718068405,0.714000494092092,0.47323762457354485,34.87901349409687
-0.38455554422982535,-0.5768918695231487,1.0062928092144405,0.047398671316414016,-0.8604133652839524,0.6726397993989215
0.005243699718183166,-0.45006547147924364,0.046980593764742055,-1.594427658794367,-0.5993750229537729,-78.93419869812539
-0.3220615162056756,-1.2308643164339552,0.8135172173696698,1.5499344050175394,-0.7832532923362371,77.09385776532572
0.17457781283183896,-0.07444591576616721,0.25755039072276437,0.4040508568145384,1.8861859012105302,18.05821590349505
1.4535340771573169,2.720169166589619,-0.2646568332379561,0.8271832490360238,0.01300189187790702,41.13492617135529
-1.9596701238797756,0.19686123586912352,-1.3281860488984305,-1.2208436499710222,0.2088635950047554,-61.642023640744796
-0.7020530938773524,-0.39210815313215763,-0.3276621465977682,0.09707754934804039,0.9686449905328892,3.730927750558961
-0.6533292325737119,0.40498171096095553,1.7654542402810969,-0.3345012358409484,-0.4749453111609562,-15.024066345785712
-1.0623037137261049,-0.9194242342338032,0.4735924306351816,-1.5506634310661327,0.06856297480602733,-77.5348893092712
-0.3427145165267695,-0.16128571166600914,-0.8022772692216189,-1.4153707420504142,-0.42064532276535904,-73.19686778867833
-0.5915713888358299,-0.20219265243389406,0.5470973811700379,0.117327383308782,1.277664895788425,7.093913406624477
0.7674347291529088,0.5425600435859647,-0.4694743859349521,-0.23413695694918055,1.5792128155073915,-10.864192264965391
-0.8182206832334725,-1.006017381499702,2.0923872756854602,0.09699596499271819,0.5951570254369136,4.289044068854842
